Dominio,Status,Bloqueado,IPs_Resueltas
www.carltonbingo.com,UNKNOWN,No,"200.35.79.41, 200.35.79.41, 200.35.79.41, 200.35.79.41"
www.cardschat.com,UNKNOWN,No,"200.35.79.41, 200.35.79.41, 200.35.79.41, 200.35.79.41"
www.canbet.com,UNKNOWN,No,"200.35.79.41, 200.35.79.41, 200.35.79.41, 200.35.79.41"
www.caliente.mx,UNKNOWN,No,"200.35.79.41, 200.35.79.41, 200.35.79.41, 200.35.79.41"
www.caesarscasino.com,UNKNOWN,No,"200.35.79.41, 200.35.79.41, 200.35.79.41, 200.35.79.41"
www.bwin.es,UNKNOWN,No,"200.35.79.41, 200.35.79.41, 200.35.79.41, 200.35.79.41"
www.bwin.com,UNKNOWN,No,"200.35.79.41, 200.35.79.41, 200.35.79.41, 200.35.79.41"
www.buzzluck.com,UNKNOWN,No,"200.35.79.41, 200.35.79.41, 200.35.79.41, 200.35.79.41"
www.buckybingo.co.uk,UNKNOWN,No,"200.35.79.41, 200.35.79.41, 200.35.79.41, 200.35.79.41"
www.bronzecasino.com,UNKNOWN,No,"200.35.79.41, 200.35.79.41, 200.35.79.41, 200.35.79.41"
www.boylesports.com,UNKNOWN,No,"200.35.79.41, 200.35.79.41, 200.35.79.41, 200.35.79.41"
www.box24casino.com,UNKNOWN,No,"200.35.79.41, 200.35.79.41, 200.35.79.41, 200.35.79.41"
www.bovada.lv,UNKNOWN,No,"200.35.79.41, 200.35.79.41, 200.35.79.41, 200.35.79.41"
www.botemania.es,UNKNOWN,No,"200.35.79.41, 200.35.79.41, 200.35.79.41, 200.35.79.41"
www.bodog.eu,UNKNOWN,No,"200.35.79.41, 200.35.79.41, 200.35.79.41, 200.35.79.41"
www.bodog.com,UNKNOWN,No,"200.35.79.41, 200.35.79.41, 200.35.79.41, 200.35.79.41"
www.bingo.com,UNKNOWN,No,"200.35.79.41, 200.35.79.41, 200.35.79.41"
www.betway.lat,NOERROR,No,"200.35.79.41, 200.35.79.41, 200.35.79.41"
www.betway.es,NOERROR,No,"200.35.79.41, 172.64.148.75, 104.18.39.181, 200.35.79.41, 200.35.79.41"
www.betstars.com,NOERROR,No,"200.35.79.41, 34.252.172.244, 54.72.136.184, 200.35.79.41, 200.35.79.41"
www.betsson.com,NOERROR,No,"200.35.79.41, 200.35.79.41, 200.35.79.41"
www.betsafe.com,NOERROR,No,"200.35.79.41, 200.35.79.41, 200.35.79.41"
www.betplatino.com,NOERROR,No,"200.35.79.41, 86.105.245.69, 200.35.79.41, 200.35.79.41"
www.betmotion.com,NOERROR,No,"200.35.79.41, 104.17.238.239, 104.17.237.239, 200.35.79.41, 200.35.79.41"
www.betika.com,NOERROR,No,"200.35.79.41, 162.159.129.86, 162.159.128.86, 200.35.79.41, 200.35.79.41"
www.betfred.com,NOERROR,No,"200.35.79.41, 200.35.79.41, 200.35.79.41"
www.betesporte.com,NOERROR,No,"200.35.79.41, 104.17.104.76, 200.35.79.41, 200.35.79.41"
www.betcris.com,NOERROR,No,"200.35.79.41, 200.35.79.41, 200.35.79.41"
www.betchan.com,NOERROR,No,"200.35.79.41, 5.10.247.155, 200.35.79.41, 200.35.79.41"
www.betchain.com,NOERROR,No,"200.35.79.41, 172.67.71.65, 104.26.9.177, 104.26.8.177, 200.35.79.41, 200.35.79.41"
www.betcasinograndbay.com,NOERROR,No,"200.35.79.41, 104.17.176.245, 104.18.143.153, 200.35.79.41, 200.35.79.41"
www.betboro.com,NOERROR,No,"200.35.79.41, 185.162.228.7, 200.35.79.41, 200.35.79.41"
www.bet777.es,NOERROR,No,"200.35.79.41, 104.18.32.197, 172.64.155.59, 200.35.79.41, 200.35.79.41"
www.bet593.ec,NOERROR,No,"200.35.79.41, 40.68.35.193, 200.35.79.41, 200.35.79.41"
www.bet.pt,NOERROR,No,"200.35.79.41, 104.21.55.212, 172.67.173.39, 200.35.79.41, 200.35.79.41"
