Dominio,Status,Bloqueado,IPs_Resueltas
www.m.esportesdasorte.com,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
www.magicboxcasino.com,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
www.merkurmagic.es,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
www.moneygaming.com,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
www.mongoosecasino.com,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
www.mr.bet,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
www.playbet.com.co,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
www.premierpokerclub.com,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
www.prontobet.club,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
www.supermatch-uruguay.com,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
www.thelotter.uy,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
www.ts-casinoclub.com,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
www.urubet.net,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
www.v9bet.bet,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
www.vegashero.com,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1, 200.24.249.1"
www.asstr.org,SERVFAIL,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1, 200.24.249.1, 200.24.249.1, 200.24.249.1"
www.islamdoor.com,SERVFAIL,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
www.elinformador.com.ve,SERVFAIL,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
venezuelazonagris.com,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
dollarparalelovenezuela.com,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
dolarparalelo.net,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1, 200.24.249.1"
dolar-permuta.com,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
caraotadigital.news,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
dolarparalelo.tk,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
www.webntn24.us,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
dolarparalelovenezuela.com,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
dolarparalelo.biz,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
www.inspirulina.com,SERVFAIL,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
salariodignovzla.com,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
www.cinecalidad.to,SERVFAIL,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1, 200.24.249.1"
www.ona.gob.ve,SERVFAIL,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
www.unifertes.com,SERVFAIL,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1, 200.24.249.1"
ocsp.int-x3.letsencrypt.org,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
fundacionlasalle.org.ve,SERVFAIL,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
www.directvplay.com,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
www.museomarino.com,SERVFAIL,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
www.gay.com,SERVFAIL,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
www.somos-venezuela.org,SERVFAIL,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
allcalidad.la,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1, 200.24.249.1"
addons.opera.com/en/extensions,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
a.slack-edge.com/f70ec/img/test_cdn_pixel.gif,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
futuropresente.com.ve,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
www.mariacorinapresidente.com,SERVFAIL,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1, 200.24.249.1"
miro.medium.com/robots.txt,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
pelisplus.me,SERVFAIL,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
www.cencoex.gob.ve,SERVFAIL,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
www.f-secure.com/en/home/products/freedome,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
en.wikipedia.org/wiki/List_of_LGBT_awareness_periods,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
dn42.dev/Home,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
www.diarioaccion.com.ar,SERVFAIL,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
edicionlimite.com.ar,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
gist.github.com/discover,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
www.amnestyusa.org/the-state-of-lgbt-rights-worldwide,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
www.hechoenbsas.net,SERVFAIL,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
connect.rom.miui.com/generate_204,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
www.lanoticiaregional.com.ar,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
www.mapuchenative.com,SERVFAIL,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
www.malware.com,SERVFAIL,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
shareaza.com,SERVFAIL,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1, 200.24.249.1"
www.kazaa.com,SERVFAIL,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
www.fgmnetwork.org,SERVFAIL,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
www.topcities.com,SERVFAIL,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
www.religioustolerance.org,SERVFAIL,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1, 200.24.249.1"
www.elmundo.com.ve,SERVFAIL,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1, 200.24.249.1, 200.24.249.1"
www.topcities.com,SERVFAIL,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1, 200.24.249.1"
www.asstr.org,SERVFAIL,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1, 200.24.249.1"
www.atimes.com,SERVFAIL,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
www.metacafe.com,SERVFAIL,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1, 200.24.249.1"
www.serpaj.org,SERVFAIL,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1, 200.24.249.1, 200.24.249.1, 200.24.249.1"
www.frmt.org,SERVFAIL,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1, 200.24.249.1"
www.sedem.org.gt,SERVFAIL,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
mariaelvirasalazar.com/es,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
leyesdictadoras.com,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
www.cubamemorial.net,SERVFAIL,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
alpha66.org,SERVFAIL,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
www.consensocubano.org,SERVFAIL,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
www.alpha66.org,SERVFAIL,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1, 200.24.249.1"
www.alpha66.org,SERVFAIL,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1, 200.24.249.1"
alpha66.org,SERVFAIL,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
bogus.d2a8n1.rootcanary.net,SERVFAIL,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
www.pc2call.com,SERVFAIL,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
www.plc.org.ni,SERVFAIL,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
grupovenancia.org,SERVFAIL,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
www.gentedegallos.com.ni,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
www.fetradomovnicaragua.com,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1, 200.24.249.1"
www.fudemi.org.ni,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
softwarelibre.org.ni,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
finca.com.ni,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
www.anapa.org.ni,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1, 200.24.249.1"
excan.org.ni,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
cosep.org.ni,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
www.nitlapan.org.ni,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
www.ihnca.edu.ni,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
onu.org.ni,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
www.amc.org.ni,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
www.mec.org.ni,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
www.fadcanic.org.ni,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
www.fundacionmarijn.org.ni,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
nuevasmiradas.com.ni,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
www.radiomaria.org.ni,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
smartnicaragua.com,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
www.iglesiabautistalibertad.ga/p%C3%A1gina-principal,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
simas.org.ni,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1, 200.24.249.1, 200.24.249.1"
funica.org.ni/index,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
clubenconexion.org,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
vocesenlibertad.com,SERVFAIL,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
www.ceamujer.org/index.htm,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
www.asonidefi.org,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
fundacionnitca.org/ES/nitca,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
storymaps.arcgis.com/stories/4fdc0d03d3a34aa485de1fb0d2650ee0,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
unotarjetarojaa.com,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
x.com/DiktyonCuba/status/1739647250970861578,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
www.pirlotv.fr,SERVFAIL,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
messi7.com,SERVFAIL,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
hamaradilhai.com,SERVFAIL,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1, 200.24.249.1"
la10hd.com,SERVFAIL,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
channel.rojadirecta.win,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
vemosgratis.com,SERVFAIL,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1, 200.24.249.1"
bigsala.com,SERVFAIL,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1, 200.24.249.1"
futbolfullenvivo.nl,SERVFAIL,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
vemosgratis.com,SERVFAIL,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
pirlotv.fr,SERVFAIL,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
infraccion.com.ar,SERVFAIL,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
futbollibretv.net,SERVFAIL,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
lateleenvivo.club,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
rojadirectatv.pro,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
ustvgo.tv,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
www.planetahotels.com,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
pirlotv.futbol,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1, 200.24.249.1"
omegapro.com.ar,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
negociosyemprendimiento.net/omega,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1, 200.24.249.1"
www.josemariasanjuan.com,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
www.instagram.com/omegaprobuenosaires/?hl=es,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
josemariasanjuan.com.ar,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
www.facebook.com/OmegaProArgentinaOficial,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
www.youtube.com/channel/UCQtJjyJxjIdyj9ThHwyyDw/featured,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
t.me/officialomegapro,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
www.facebook.com/OmegaProArgentina100635538116847/?ref=page_internal,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
dqhpsh.agcontroll.com/SSIT/Mobile,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
www.instagram.com/omegapro.official,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
www.facebook.com/OmegaProOfficial,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
planprocreauto.org,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
www.omegaproinvestments.com,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
www.facebook.com/bingo.korn7,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
www.99app.com.ar,SERVFAIL,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
99taxi.com.ar,SERVFAIL,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
99top.com.ar,SERVFAIL,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
procreauto.org,SERVFAIL,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
www.winwardcasino.ag,SERVFAIL,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
www.quinielahoy.com,SERVFAIL,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1, 200.24.249.1"
ss.888casino.com,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1, 200.24.249.1"
promo.magicread.com,SERVFAIL,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
es.888.com/blackjackm.apuestas.codere.es,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
spinpalace.com/español/ar,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
es.888poker.comwww.888casino.com,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
www.bombaybets.eu,SERVFAIL,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
www.championsbet.net,SERVFAIL,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
play.mansioncasino.com,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
www.spanish.slotsmagic.com,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
www.sports.betway.com,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
www.global.138.com,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
www.galemartin.com,SERVFAIL,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1, 200.24.249.1"
www.gol.casino.com,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1, 200.24.249.1"
sprots.sportium.es,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1, 200.24.249.1"
rojatv.tv,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
httDs://1win.com,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1, 200.24.249.1"
melbet-ar1.com/es,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
melbet-ar1.com/es:,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
ar-1xbet.com/es,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
rubybet.club/login.php,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
www.star-game.win/,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1, 200.24.249.1"
casinoargentina24.com/main,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
www.magiplay.vip/home.php,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
club365.io,SERVFAIL,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
kodipro.org/downloader/Mospy%20Tv_3.0.3.apk,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
www.tvmagis.pro,SERVFAIL,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1, 200.24.249.1"
magistv-ecuador.com,SERVFAIL,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
magistvgo.com,SERVFAIL,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
oficialmagistv.com,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
magistvmex.com,SERVFAIL,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
www.tvmagis.pro,SERVFAIL,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
www.quarzoazul.com,SERVFAIL,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
www.oasispro.club,SERVFAIL,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
juegasi.com,SERVFAIL,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
pinkplay.net,SERVFAIL,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
oasiscasino.co,SERVFAIL,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
platinoclub.net,SERVFAIL,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1, 200.24.249.1"
jessiegold.com,SERVFAIL,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1, 200.24.249.1"
www.hatbet56.com,SERVFAIL,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
uslotu160.online,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
www.vaycasino181.com,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1, 200.24.249.1"
vegascoin1.casino,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
www.betrebels.com/es,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
HTTPS://20BET.COM/ES,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
www.betboro.com/en,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
www.betboro.com/es,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
www.betboro.com/fal,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
